date,advances,declines,unchanged,ad_diff,ad_line,breadth_thrust_ema10
20230224,225,663,55,-438,51400.0,0.441868164013367
20230227,222,660,61,-438,50962.0,0.40729225787859274
20230228,506,364,73,142,51104.0,0.43898624651926654
20230302,497,391,55,106,51210.0,0.46093141709479707
20230303,469,413,61,56,51266.0,0.47380680157683974
20230306,437,453,53,-16,51250.0,0.47693488055469724
20230307,465,417,61,48,51298.0,0.4860759721545234
20230308,199,698,46,-499,50799.0,0.4380349977909666
20230309,398,480,65,-82,50717.0,0.4408109911518138
20230310,118,789,36,-671,50046.0,0.38431794334692354
20230313,256,656,31,-400,49646.0,0.36547863626311283
20230314,48,877,18,-829,48817.0,0.3084628645592545
20230315,716,184,43,532,49349.0,0.3970251720131274
20230316,223,673,47,-450,48899.0,0.3700904004782731
20230317,674,226,43,448,49347.0,0.43896285291656684
20230320,448,428,67,20,49367.0,0.45213606604340106
