date,advances,declines,unchanged,ad_diff,ad_line,breadth_thrust_ema10,open,high,low,close
20240419,240,632,82,-392,49608.0,0.27522935779816515,2600.69,2609.9,2553.55,2591.86
20240422,662,228,64,434,50042.0,0.3604276972383353,2615.72,2629.44,2604.37,2629.44
20240423,472,406,76,66,50108.0,0.3926381925426926,2632.15,2641.78,2619.72,2623.02
20240424,612,273,69,339,50447.0,0.4469813254856237,2662.84,2677.85,2662.84,2675.75
20240425,361,491,102,-130,50317.0,0.44274997906783636,2646.8,2656.51,2628.62,2628.62
20240426,461,409,83,52,50369.0,0.45859272059573236,2650.94,2662.1,2641.35,2656.33
20240429,719,167,67,552,50921.0,0.5227599378237605,2675.46,2687.44,2665.21,2687.44
20240430,442,410,101,32,50953.0,0.5220361932599867,2693.22,2710.23,2687.29,2692.06
20240502,359,516,78,-157,50796.0,0.5017179243555735,2679.04,2692.47,2678.84,2683.65
20240503,394,478,81,-84,50712.0,0.4926482767246185,2704.31,2705.26,2676.63,2676.63
20240507,585,286,82,299,51011.0,0.5251925520555563,2718.17,2734.36,2716.62,2734.36
20240508,577,283,94,294,51305.0,0.551690312146935,2732.11,2745.05,2727.93,2745.05
20240509,355,536,63,-181,51124.0,0.5238245702587768,2743.29,2749.14,2710.25,2712.14
20240510,493,366,95,127,51251.0,0.5329334059340252,2737.95,2743.58,2723.21,2727.63
20240513,381,485,87,-104,51147.0,0.5160280249684854,2735.2,2738.38,2713.92,2727.21
20240514,527,344,82,183,51330.0,0.5322141412929712,2732.98,2735.82,2722.74,2730.34
20240516,534,347,72,187,51517.0,0.5456532789507758,2770.27,2773.46,2748.22,2753.0
20240517,307,577,69,-270,51247.0,0.5095863314821444,2751.47,2752.17,2724.62,2724.62
20240520,405,476,72,-71,51176.0,0.5005169768158005,2741.24,2756.41,2734.64,2742.14
20240521,292,588,73,-296,50880.0,0.4698444686344153,2733.03,2734.48,2719.74,2724.18
20240522,402,478,73,-76,50804.0,0.46747605284964555,2723.46,2733.07,2707.87,2723.46
20240523,349,534,70,-185,50619.0,0.45434285926038637,2719.03,2734.27,2704.0,2721.81
20240524,264,621,68,-357,50262.0,0.425972354803182,2693.65,2696.99,2681.17,2687.6
20240527,425,443,85,-18,50244.0,0.437546715094518,2697.16,2725.08,2693.66,2722.99
20240528,406,467,80,-61,50183.0,0.44254967619469204,2715.52,2730.12,2714.34,2722.85
20240529,220,676,57,-456,49727.0,0.40672895584760516,2719.56,2721.63,2677.07,2677.3
20240530,199,683,71,-484,49243.0,0.3738007061964842,2666.63,2666.63,2635.44,2635.44
20240531,534,335,84,199,49442.0,0.4175641095473065,2657.87,2664.48,2635.77,2636.52
20240603,637,249,67,388,49830.0,0.47236365786273565,2657.81,2690.73,2657.81,2682.52
20240604,228,645,80,-417,49413.0,0.43396451732037006,2668.73,2679.47,2659.43,2662.1
20240605,421,444,88,-23,49390.0,0.44355373277341886,2681.11,2697.43,2667.63,2689.5
20240607,463,402,88,61,49451.0,0.46022762056133115,2718.25,2729.63,2705.23,2722.67
20240610,379,500,74,-121,49330.0,0.45494474157210574,2698.71,2718.89,2689.19,2701.17
20240611,351,513,89,-162,49168.0,0.4460911521953592,2716.72,2718.88,2702.17,2705.32
20240612,502,375,76,127,49295.0,0.4690574753061024,2709.65,2730.3,2707.44,2728.17
20240613,396,464,93,-68,49227.0,0.4674952282102783,2764.18,2776.72,2752.61,2754.89
20240614,395,486,72,-91,49136.0,0.464015030902827,2759.22,2769.16,2750.86,2758.42
20240617,362,524,67,-162,48974.0,0.4539355485757379,2754.83,2759.86,2741.03,2744.1
20240618,378,499,76,-121,48853.0,0.4497681439730796,2765.7,2772.35,2759.03,2763.92
20240619,342,539,72,-197,48656.0,0.43857306919436057,2786.16,2799.32,2786.16,2797.33
20240620,499,371,83,128,48784.0,0.4631167326846231,2802.1,2812.62,2796.37,2807.63
20240621,297,581,75,-284,48500.0,0.44041710723482,2794.87,2797.0,2777.33,2784.26
20240624,235,640,79,-405,48095.0,0.4091724383869306,2772.85,2782.9,2758.09,2764.73
20240625,497,375,82,122,48217.0,0.43840547294210086,2765.76,2780.42,2765.76,2774.39
20240626,355,515,84,-160,48057.0,0.43288556459108146,2767.43,2792.07,2762.98,2792.05
20240627,264,622,68,-358,47699.0,0.4083551705365569,2767.62,2784.33,2761.55,2784.06
20240628,581,296,77,285,47984.0,0.45456072986887563,2792.79,2797.82,2782.4,2797.82
20240701,381,495,79,-114,47870.0,0.45099178022895553,2792.96,2805.95,2783.98,2804.31
20240702,197,694,64,-497,47373.0,0.4091932543267008,2798.65,2805.42,2776.62,2780.86
20240703,271,589,95,-318,47055.0,0.39208834973453105,2797.14,2799.7,2774.71,2794.01
20240704,486,389,80,97,47152.0,0.42178657186072016,2817.06,2824.94,2808.88,2824.94
20240705,400,463,92,-63,47089.0,0.42937072618162997,2836.21,2871.96,2836.21,2862.23
20240708,519,348,88,171,47260.0,0.46014257904951855,2862.58,2868.99,2855.53,2857.76
20240709,455,409,90,46,47306.0,0.47222945019876433,2872.63,2875.37,2854.13,2867.38
20240710,426,434,94,-8,47298.0,0.47643297510977123,2863.05,2871.56,2858.87,2867.99
20240711,442,415,98,27,47325.0,0.48358200244209876,2888.76,2896.43,2879.28,2891.35
20240712,428,433,94,-5,47320.0,0.48603916554997606,2867.75,2872.25,2844.88,2857.0
20240715,495,382,78,113,47433.0,0.5002909851441858,2869.15,2872.9,2848.93,2860.92
20240716,359,500,96,-141,47292.0,0.4853158647634353,2861.71,2872.21,2857.07,2866.09
20240717,412,462,81,-50,47242.0,0.482784958625877,2865.9,2868.58,2841.33,2843.29
20240718,277,605,73,-328,46914.0,0.45210750376955383,2805.64,2824.35,2799.02,2824.35
20240719,305,575,75,-270,46644.0,0.43292266837343657,2800.21,2802.68,2776.99,2795.46
20240722,212,676,67,-464,46180.0,0.39761649934894605,2790.99,2795.12,2752.63,2763.51
20240723,367,497,91,-130,46050.0,0.40255323010705013,2788.83,2796.92,2765.81,2774.29
20240724,370,491,94,-121,45929.0,0.40749498258890626,2755.5,2778.31,2748.65,2758.71
20240725,160,732,63,-572,45357.0,0.36601811253809,2721.29,2725.15,2703.86,2710.65
20240726,596,289,70,307,45664.0,0.4219141516554583,2724.99,2738.4,2715.75,2731.9
20240729,636,246,75,390,46054.0,0.47630947596794765,2748.32,2776.86,2742.69,2765.53
20240730,227,667,63,-440,45614.0,0.43587411466728765,2744.4,2754.53,2732.82,2738.19
20240731,589,304,64,285,45899.0,0.4765469061978001,2745.58,2770.7,2733.63,2770.69
20240801,633,251,73,382,46281.0,0.5200953502375254,2787.27,2794.11,2772.97,2777.68
20240802,60,871,26,-811,45470.0,0.43725016498781616,2719.39,2725.05,2666.4,2676.19
20240805,10,924,23,-914,44556.0,0.35969679646560077,2611.3,2611.3,2386.96,2441.55
20240806,856,73,28,783,45339.0,0.46182844850268007,2533.34,2578.77,2491.47,2522.15
20240807,730,176,51,554,45893.0,0.524357733201972,2515.27,2594.83,2510.82,2568.41
20240808,424,468,65,-44,45849.0,0.5154447495052417,2530.21,2570.34,2518.52,2556.73
20240809,703,202,52,501,46350.0,0.5629630823425609,2603.08,2603.08,2575.9,2588.43
20240812,677,204,76,473,46823.0,0.6003234217205825,2602.16,2622.86,2602.01,2618.3
20240813,325,563,69,-238,46585.0,0.5577175252242931,2624.5,2636.12,2607.52,2621.5
20240814,652,236,69,416,47001.0,0.5898114723170096,2649.11,2653.71,2632.44,2644.5
20240816,476,414,67,62,47063.0,0.5798151065637637,2695.49,2699.61,2680.74,2697.23
20240819,349,535,74,-186,46877.0,0.5461753381140789,2697.97,2699.84,2664.28,2674.36
20240820,649,245,64,404,47281.0,0.5788617826383851,2699.74,2706.05,2686.06,2696.63
20240821,409,450,99,-41,47240.0,0.5601841932032336,2687.2,2704.98,2684.61,2701.13
20240822,285,599,74,-314,46926.0,0.5169503744472363,2710.95,2711.38,2690.35,2707.67
20240823,429,432,97,-3,46923.0,0.5135517317697851,2690.8,2712.84,2689.54,2701.69
20240826,378,509,71,-131,46792.0,0.4976615224677866,2716.88,2718.47,2688.79,2698.01
20240827,437,424,97,13,46805.0,0.49945931132962496,2696.24,2700.18,2681.92,2689.25
20240828,260,628,70,-368,46437.0,0.46188358068656454,2690.59,2695.51,2671.59,2689.83
20240829,283,592,83,-309,46128.0,0.4367099426396567,2657.18,2672.9,2649.56,2662.28
20240830,583,293,82,290,46418.0,0.4783127010970375,2676.72,2686.51,2668.66,2674.31
20240902,327,536,95,-209,46209.0,0.46023962387239964,2683.8,2686.98,2658.31,2681.0
20240903,458,420,80,38,46247.0,0.4714033451894494,2683.12,2695.59,2664.63,2664.63
20240904,52,862,44,-810,45437.0,0.396037787699265,2589.94,2608.13,2578.07,2580.8
20240905,358,523,77,-165,45272.0,0.39791390142064514,2598.36,2615.8,2560.65,2575.5
20240906,138,764,56,-626,44646.0,0.3533828917287641,2576.66,2576.94,2529.31,2544.28
20240909,504,374,80,130,44776.0,0.393500891534551,2498.67,2543.22,2491.3,2535.93
20240910,343,535,80,-192,44584.0,0.39298447348374627,2542.69,2544.83,2522.48,2523.43
20240911,345,528,85,-183,44401.0,0.3933852971115062,2524.86,2526.13,2493.37,2513.37
20240912,766,127,65,639,45040.0,0.477821198502003,2547.5,2572.09,2537.87,2572.09
20240913,602,271,85,331,45371.0,0.5163221031584128,2571.81,2584.11,2562.91,2575.41
20240919,498,373,87,125,45496.0,0.526401102876401,2594.67,2598.68,2550.09,2580.8
20240920,567,319,72,248,45744.0,0.5470472393121713,2603.83,2619.55,2591.4,2593.37
20240923,437,451,70,-14,45730.0,0.537059944367616,2596.47,2603.57,2588.49,2602.01
20240924,608,265,85,343,46073.0,0.5660397774545828,2612.45,2631.68,2597.81,2631.68
20240925,357,518,83,-161,45912.0,0.5373052724628404,2652.71,2663.36,2596.32,2596.32
20240926,750,141,67,609,46521.0,0.5926590123333861,2630.91,2671.57,2630.3,2671.57
20240927,417,459,83,-42,46479.0,0.5714532641382748,2674.58,2681.45,2649.78,2649.78
20240930,182,711,66,-529,45950.0,0.5046085598981283,2665.24,2668.66,2593.27,2593.27
20241002,181,706,72,-525,45425.0,0.44996311711250975,2566.55,2591.61,2555.46,2561.69
20241004,464,414,81,50,45475.0,0.46423778747391303,2563.7,2585.59,2555.57,2569.71
20241007,621,261,77,360,45835.0,0.5078457593246672,2579.2,2611.93,2561.46,2610.38
20241008,306,572,80,-266,45569.0,0.4788773234814165,2592.65,2601.96,2581.79,2594.36
20241010,442,428,88,14,45583.0,0.48418071503233967,2611.65,2613.61,2596.86,2599.16
20241011,369,489,100,-120,45463.0,0.47434239049371973,2612.02,2621.93,2594.43,2596.91
20241014,487,398,73,89,45552.0,0.48814968056317176,2602.63,2628.54,2602.63,2623.29
20241015,419,448,91,-29,45523.0,0.48726349558922394,2632.37,2635.32,2615.47,2633.45
20241016,324,555,79,-231,45292.0,0.4656884386809753,2606.7,2622.33,2601.35,2610.36
20241017,359,515,84,-156,45136.0,0.4557005677828741,2620.74,2622.71,2603.52,2609.3
20241018,269,592,97,-323,44813.0,0.4296509027293307,2616.04,2618.32,2587.96,2593.82
20241021,436,429,93,7,44820.0,0.4431773281921008,2600.77,2618.71,2594.05,2604.92
20241022,196,692,70,-496,44324.0,0.4027306722882135,2600.87,2604.16,2564.46,2570.7
20241023,450,411,97,39,44363.0,0.4245338379855735,2575.25,2607.79,2567.42,2599.62
20241024,257,617,84,-360,44003.0,0.4008095662153652,2591.69,2600.26,2578.8,2581.03
20241025,260,620,78,-360,43643.0,0.3816541078952161,2597.44,2611.27,2577.0,2583.27
20241028,617,274,67,343,43986.0,0.43816797175918143,2588.45,2612.96,2587.2,2612.43
20241029,409,445,104,-36,43950.0,0.44557792537162744,2606.94,2617.8,2595.86,2617.8
20241030,352,516,90,-164,43786.0,0.4382964760162498,2606.99,2613.47,2586.88,2593.79
20241031,473,405,80,68,43854.0,0.4565560937544425,2575.24,2579.65,2552.36,2556.15
20241101,290,601,67,-311,43543.0,0.43272352982520906,2542.96,2559.3,2536.84,2542.36
20241104,622,256,80,366,43909.0,0.4828516600412924,2549.04,2588.97,2542.68,2588.97
20241105,515,359,84,156,44065.0,0.502195876626254,2570.24,2586.73,2564.66,2576.88
20241106,325,556,78,-231,43834.0,0.477960076954862,2591.9,2592.75,2544.04,2563.51
20241107,355,513,91,-158,43676.0,0.4654193675294702,2557.23,2579.81,2540.48,2564.63
20241108,391,470,98,-79,43597.0,0.4633655030076934,2586.7,2593.15,2553.42,2561.15
20241111,187,730,42,-543,43054.0,0.4161946561239708,2562.05,2562.05,2525.56,2531.66
20241112,121,791,47,-670,42384.0,0.3646457074826108,2527.94,2532.44,2481.53,2482.57
20241113,107,803,49,-696,41688.0,0.3197251093189393,2468.27,2478.87,2415.77,2417.08
20241114,430,452,77,-22,41666.0,0.3502347884738961,2430.26,2441.43,2410.93,2418.86
20241115,508,391,60,117,41783.0,0.3892961546710783,2413.05,2433.18,2390.56,2416.86
20241118,617,284,58,333,42116.0,0.44302315792833963,2440.31,2480.01,2437.53,2469.07
20241119,460,412,87,48,42164.0,0.4583867539013354,2469.13,2479.39,2465.15,2471.95
20241120,437,422,100,15,42179.0,0.46754026822004696,2475.76,2489.15,2471.79,2482.29
20241121,394,479,86,-85,42094.0,0.46459063703060594,2474.62,2496.97,2474.62,2480.63
20241122,518,357,84,161,42255.0,0.4877559757523139,2493.42,2511.23,2492.21,2501.24
20241125,611,285,63,326,42581.0,0.5230584606804646,2524.11,2541.76,2517.98,2534.34
20241126,487,391,81,96,42677.0,0.5288059594426414,2521.39,2526.62,2512.21,2520.36
20241127,375,518,66,-143,42534.0,0.5090108414985757,2518.82,2526.32,2498.32,2503.06
20241128,517,363,79,154,42688.0,0.5232815975897437,2499.69,2513.63,2495.64,2504.67
20241129,171,727,62,-556,42132.0,0.46276188213406644,2496.93,2496.93,2446.96,2455.91
20241202,217,678,65,-461,41671.0,0.422706649120356,2479.02,2483.29,2448.45,2454.48
20241203,735,166,59,569,42240.0,0.4941709431658729,2472.06,2500.67,2471.55,2500.1
20241204,176,737,47,-561,41679.0,0.43937096883341403,2450.76,2483.04,2442.46,2464.0
20241205,177,727,56,-550,41129.0,0.3950846945322462,2471.45,2471.45,2434.78,2441.85
20241206,250,660,50,-410,40719.0,0.3732011636582514,2451.6,2459.24,2397.73,2428.16
20241209,60,870,29,-810,39909.0,0.3170766119080708,2392.37,2399.52,2360.18,2360.58
20241210,878,48,33,830,40739.0,0.4318198000826489,2384.51,2419.06,2384.51,2417.84
20241211,812,102,45,710,41449.0,0.5148348593077252,2412.15,2443.34,2411.38,2442.51
20241212,618,280,61,338,41787.0,0.5463550650865595,2456.63,2487.95,2448.76,2482.12
20241213,635,255,69,380,42167.0,0.5767419889012606,2473.75,2500.32,2470.24,2494.46
20241216,491,398,71,93,42260.0,0.5722990748746278,2511.08,2515.62,2483.43,2488.97
20241217,386,496,78,-110,42150.0,0.5478159200530608,2487.31,2487.31,2455.05,2456.81
20241218,583,306,71,277,42427.0,0.5674481211110072,2463.06,2492.0,2462.82,2484.43
20241219,214,684,62,-470,41957.0,0.5076043444846284,2426.55,2450.05,2423.59,2435.93
20241220,205,707,48,-502,41455.0,0.4561818639882207,2429.63,2430.69,2389.86,2404.15
20241223,719,188,54,531,41986.0,0.5173712093551013,2423.36,2446.97,2413.62,2442.01
20241224,392,485,84,-93,41893.0,0.5045725049694013,2450.55,2452.85,2432.42,2440.52
20241226,302,592,67,-290,41603.0,0.4742516142956887,2449.52,2449.52,2428.82,2429.67
20241227,115,808,38,-693,40910.0,0.410677450995202,2419.46,2423.86,2388.33,2404.77
20241230,444,443,74,1,40911.0,0.42702040497024674,2397.49,2429.75,2390.44,2399.49
20250102,455,427,79,28,40939.0,0.44317542513438657,2400.87,2410.99,2386.84,2398.94
20250103,691,206,64,485,41424.0,0.5026609108249622,2402.58,2454.67,2402.58,2441.92
20250106,630,259,72,371,41795.0,0.54011554837003,2453.3,2489.1,2446.82,2488.64
20250107,446,428,87,18,41813.0,0.5346940819095751,2513.49,2521.86,2492.09,2492.1
20250108,460,411,90,49,41862.0,0.5335003557133033,2481.25,2526.77,2481.25,2521.05
20250109,364,521,76,-157,41705.0,0.5112820064978388,2526.1,2535.87,2515.82,2521.9
20250110,463,410,88,53,41758.0,0.514749841201033,2528.42,2535.24,2506.29,2515.78
20250113,262,640,59,-378,41380.0,0.4739708940606718,2508.15,2513.93,2483.73,2489.56
20250114,513,364,84,149,41529.0,0.4941486749062799,2501.49,2504.89,2482.74,2497.4
20250115,270,597,94,-327,41202.0,0.46092504039988486,2511.07,2524.36,2493.1,2496.81
20250116,600,281,80,319,41521.0,0.5009467181230716,2528.27,2534.01,2519.86,2527.49
20250117,435,448,78,-13,41508.0,0.49943617511830013,2520.85,2528.48,2513.84,2523.55
20250120,389,491,81,-102,41406.0,0.48900149865051,2533.68,2536.72,2516.28,2520.05
20250121,388,487,86,-99,41307.0,0.4807155118828848,2533.23,2548.44,2507.95,2518.03
20250122,403,483,75,-80,41227.0,0.47601328665648707,2535.8,2552.57,2526.89,2547.06
20250123,191,700,70,-509,40718.0,0.42844103108849807,2541.24,2541.6,2515.49,2515.49
20250124,545,323,93,222,40940.0,0.46470269531455244,2529.29,2542.83,2522.64,2536.8
20250131,335,563,63,-228,40712.0,0.4480387916108739,2534.33,2537.98,2496.95,2517.37
20250203,96,825,40,-729,39983.0,0.3855289254429507,2468.74,2468.74,2437.61,2453.95
20250204,693,209,59,484,40467.0,0.45512233589456497,2481.44,2508.35,2471.63,2481.69
20250205,590,303,69,287,40754.0,0.49249905462533017,2503.94,2514.71,2498.74,2509.27
20250206,599,282,81,317,41071.0,0.5265736254384731,2521.82,2536.75,2515.34,2536.75
20250207,291,601,70,-310,40761.0,0.49014809060538744,2532.09,2537.63,2519.01,2521.92
20250210,416,458,88,-42,40719.0,0.48757071777636546,2510.64,2527.33,2499.18,2521.27
20250211,472,410,80,62,40781.0,0.4962210222334352,2532.87,2549.44,2527.74,2539.05
20250212,333,555,74,-222,40559.0,0.4741808363728106,2534.71,2549.58,2528.74,2548.39
20250213,573,312,77,261,40820.0,0.5056857074175076,2558.95,2583.74,2555.98,2583.17
20250214,498,367,97,131,40951.0,0.5184196775875246,2588.2,2600.57,2582.84,2591.05
20250217,620,267,75,353,41304.0,0.5512497987271916,2595.99,2612.8,2592.57,2610.42
20250218,480,398,84,82,41386.0,0.5504220241812247,2613.25,2628.47,2605.15,2626.81
20250219,575,306,81,269,41655.0,0.5690120967632782,2633.91,2680.7,2633.91,2671.52
20250220,452,417,93,35,41690.0,0.5601259136714718,2661.72,2667.59,2645.53,2654.06
20250221,510,371,81,139,41829.0,0.5635371344031679,2653.76,2656.04,2638.44,2654.58
20250224,451,423,87,28,41857.0,0.5548973475364384,2636.12,2645.27,2626.88,2645.27
20250225,360,530,71,-170,41687.0,0.5275513538066262,2617.64,2641.49,2617.12,2630.29
